Title,Author,Date,EstimatedDate,Text 
US senators want report on Khashoggi killing from intel community,William Roberts,"Tue, 26 Feb 2019 00:00:00 GMT",N/A,"Washington, DC - In a new bid to force the government in the United States to release information about the killing of US-based Saudi journalist Jamal Khashoggi, a group of US senators introduced legislation on Tuesday that would require the Director of National Intelligence to submit a public report on the assassination.
Khashoggi, who was a columnist for the Washington Post and known for his critical writings on Saudi Arabia, was killed shortly after entering the Saudi Arabian consulate in Turkey on October 2, 2018.
After an initial denial, the Saudi kingdom confirmed that Khashoggi was killed by 15 Saudi agents, but attempted to distance its leadership from the murder.
A United Nations human rights investigation found evidence that Khashoggi's killing was premeditated.
The CIA has reportedly concluded that MBS ordered the murder, an allegation the kingdom denies.
US President Donald Trump has been accused of helping the Saudi government cover up Khashoggi's killing, first by calling it a ""rogue"" operation - a word echoed by Saudi officials, including most recently by Adel al-Jubeir, the Saudi minister of state for foreign affairs. US Secretary of State Mike Pompeo denied the allegation, telling reporters earlier this month, ""America is not covering up for a murder"".
Pompeo's comments came after a group of bipartisan senators invoked the Magnitsky Act on October 10 giving the Trump administration 120 days to report back their findings on whether they believed the government had a helping hand in committing human rights violations.
Trump did not meet his legally mandated deadline on February 9. Pompeo reportedly sent a letter to Congress on that day, but several senators have said the letter did not satisfy the requirements of the Magnitsky Act.
'The American people have a right to know'
Seeking more information, Senators Ron Wyden, Martin Heinrich, Jack Reed, Chris Coons, and Kamala Harris, introduced legislation on Tuesday calling for a public report on the killing.
""I and other believe that the American people have a right to know what this administration knows about this horrendous and gruesome killing,"" Senator Ron Wyden, lead sponsor of the bill and senior member of the Senate Intelligence Committee, told Al Jazeera.
""Among the intelligence committees, I am not going to get into anything classified, but you are talking about open source materials, a prominent journalist murdered in a gruesome way,"" Wyden said.
""As you know, the Senate voted in a way that suggest that"" MBS was involved, Wyden added.
In December, the US Senate voted unanimously on a nonbinding resolution that blamed to the Saudi crown prince.
""For all practical purposes, the Senate is already on record saying what we thought happened,"" Wyden said.
The proposed resolution would require the Director of National Intelligence to submit to Congress a report on the death of Khashoggi within 30 days after the bill is enacted.
""Such report shall include identification of those who carried out, participated in, ordered, or were otherwise complicit in or responsible for the death of Jamal Khashoggi,"" the bill states.
Bypassing Trump
Ahmed Bedier, president of United Voices of America and founder of the Justice for Jamal campaign, welcomed the bill.
""[The bill] sends a message to the White House that the Senate is not going to let this matter go,"" he told Al Jazeera. ""And they're not going to tolerate some kind of cover-up,"" he added.
""They are using the tools they have to demand oversight and bypass the White House and go to the director of intelligence to demand a report.""
Bedier said the move would allow senators to get a comprehensive report, which would include CIA, FBI, NSA and other intelligence findings.
While the majority of senators who pushed for the legislation are Democrats, the Senate has previously shown bipartisan support in the Khashoggi case in demanding answers from the US government over his killing.
""The timing is significant, [Jared] Kushner is preparing to meet Mohammed bin Salman in the Middle East,"" Bedier said. ""They are bringing the issue back to the fore, this will continue to [place] a dark cloud over Mohammed bin Salman that this issue is not going away,"" he added. ""I think the senators also have this in mind.""
Last year, the Khashoggi killing proved to be a tipping point for several politicians, who had long voiced frustration over US support for the Saudi-UAE war in Yemen.
Earlier this month, the House of Representative passed a resolution to end US support for the Saudi-led war in Yemen. The measure was seen as a strong rebuke to Trump."
US House votes to block Trump's border emergency declaration,N/A,"Tue, 26 Feb 2019 00:00:00 GMT",N/A,"The US House of Representatives voted on Tuesday to revoke Donald Trump's declaration of a national emergency to build a wall on the US border with Mexico, handing the president a stinging rebuke on his signature issue.
In a 245-182 vote, the Democratic-majority House rejected Trump's assertion that he could use money for the wall that Congress had appropriated for other purposes. The bill now moves to the Republican-run Senate, where it also could pass, given some Republicans' concerns about the president's actions.
If approved in the Senate, Trump has already vowed to veto the measure.
Democratic leaders say the bill is not about the merits of Trump's wall, but how the president is trampling on the Constitution by grabbing money that he can't obtain through normal means.
Trump declared a national emergency on the southern border earlier this month after Democrats refused to give him more than $5bn in funds for the wall. Instead, Congress passed a spending measure that included nearly $1.4bn to build 55 miles (89km) of border barriers in Texas's Rio Grande Valley, ending a dispute that had led to a record 35-day partial shutdown of the government. The spending measure does not include money for a concrete wall, however.
'Steals billions'
House Speaker Nancy Pelosi said Trump's emergency ""steals billions of dollars"" from military construction projects - including possibly family housing and child care centres - to build the wall with Mexico.
Republicans counter that problems with drug runners and human trafficking give merit to Trump's manoeuvre.
The president took to Twitter on Monday to urge Senate Republicans to stick with him.
""I hope our great Republican Senators don't get led down the path of weak and ineffective Border Security,"" Trump wrote. ""Without strong Borders, we don't have a Country - and the voters are on board with us. Be strong and smart, don't fall into the Democrats 'trap' of Open Borders and Crime!""
Senate Democratic leader Chuck Schumer said Trump is trying to ""bend the law"" with his declaration of a national emergency on the southern border. He called on politicians to ""speak up with one bipartisan voice"" to put a check on the executive branch as the founding founders envisioned.
""What would stop a future president from claiming an emergency every week?"" he asked.
But Republican Senator John Kennedy, parrying those claims, said that he would ""expect the next president, whether Democrat or not, would have a staff smart enough to know about the National Emergencies Act, and if the president wants to use it, he or she is going to use it no matter what past presidents have done"".
Republican defections
On Monday, Republican Senator Thom Tillis said he would vote to block the order, joining Maine's Susan Collins and Alaska's Lisa Murkowski as Republicans supporting the resolution. Tillis added that Congress must defend its power of the purse and warned that a future Democratic president might abuse the power to advance ""radical policies"".
Another Republican, Senator Lamar Alexander, called Trump's order ""unnecessary, unwise, and inconsistent with the United States Constitution and I'll decide how to vote when I'm presented with something to vote on"".
Republican Senator Roy Blunt said there is ""no disagreement there is a problem at the border that we are not dealing with adequately"".
He added, ""There is a vigorous discussion about whether the emergency actions really fall into a category where you would define something that had been out there for a long time and Congress had already voted on.""
Senate voting on Trump's emergency order could drag under a rarely used procedure, which an aide said is possibly a first for the chamber. The law allows for up to 15 days of committee review - in this case, at the Armed Services panel - with a full Senate vote three days later. Senators, though, said the process could be expedited.
To override a presidential veto, Democrats would need 16 more Republican senators to join them, an unlikely event, giving Trump the upper hand.
""I don't think it will get here. It won't be overridden in the House,"" Senator John Cornyn, a Texas Republican, told reporters.
The wall was one of Trump's top campaign promises. He has long since dropped any pretence that money for the wall would come from Mexico, which he once claimed would be the source of funding.
Trump's declaration of a national emergency gives him access to about $3.6bn in funding for military construction projects to divert to border fencing. The Defense Department has not identified which projects may get cut.
But the administration is more likely to tap $600m from a federal asset forfeiture fund first. In addition, it is considering shifting more than $2bn from Defense Department accounts into a Pentagon counter-drug fund to be tapped for wall construction.
Trump's edict is also being challenged in the federal courts, where a host of Democratic-led states such as California have sued to overturn the order. Rights groups and landowners have also sued over the order.
With additional reporting by William Roberts in Washington, DC."
Democrats challenge Trump's state of emergency move over wall,John Hendren,"Mon, 25 Feb 2019 00:00:00 GMT",N/A,"Democrats on Tuesday are seeking to overturn US President Donald Trump's declaration of a state of emergency to access funding for a wall he wants to build on the southern border with Mexico.
The vote is likely to pass, but Trump has vowed to veto it should that happen.
Al Jazeera's John Hendren reports from Washington, DC."
Trump says strongly considering NATO privileges for Brazil,N/A,"Tue, 19 Mar 2019 00:00:00 GMT",N/A,"US President Donald Trump and Brazil's new far-right leader Jair Bolsonaro forged a bond over their shared brand of conservative and populist politics on Tuesday, with Trump pledging to give more US support to Brazil's global ambitions.
Speaking at a joint White House news conference Trump said: ""As I told President Bolsonaro, I also intend to designate Brazil as a major non-NATO ally - or, maybe a NATO ally. I'll have to talk to a lot of people but maybe a NATO ally - which will greatly advance security and cooperation between our countries.""
Brazil has pursued a closer relationship with the North Atlantic Treaty Organization (NATO), to make buying US weapons easier and to lower barriers to military and other cooperation with the US.
At the outset of their first meeting, the two populist presidents exchanged football jerseys from their national teams, with Trump's name emblazoned on Brazil's famous yellow shirt and Bolsonaro's on the USA uniform.
Bolsonaro, a former army captain who styled his 2018 campaign on Trump's 2016 run, has declared himself an unabashed admirer of the US president and his politics and the American way of life.
Despite the friendly rhetoric, no major breakthroughs were expected from the White House meeting.
In 2018, Colombia became the only Latin American nation to join the North Atlantic Treaty Organization, as a ""global partner"", which means it will not necessarily have to take part in military action.
Trump also said he supported Brazil's efforts to join the Organisation for Economic Co-operation and Development (OECD), a club of the world's advanced economies.
Brazil, the world's eighth-largest economy, applied in 2017 to join the OECD, which has around three dozen members including Latin American countries Mexico, Chile and Colombia.
US-Brazil trade
Trump said he and Bolsonaro would also discuss improving trade between the two largest economies in the Western Hemisphere.
""Brazil makes great product and we make great product, and our trade has been never as good as it should be in the past. And in some cases it should be far, far more,"" Trump said.
China long ago surpassed the United States as Brazil's biggest trading partner and Bolsonaro's economy minister on Monday urged the US to open its market more to Brazil if it wanted to change the status quo.
Before Tuesday's Oval Office meeting, Bolsonaro waived a visa requirement for US visitors to Brazil and later in a Fox News interview on Monday night threw his weight behind Trump's immigration agenda, which includes a wall on the Mexican border.
""We do agree with President Trump's decision or proposal on the wall,"" Bolsonaro said, in remarks translated to English by the broadcaster. ""The vast majority of potential immigrants do not have good intentions. They do not intend to do the best or do good to the US people.""
Trump said that he and Bolsonaro will have a ""fantastic working relationship"" and that ""we have many views that are similar"".
Joint pressure on Maduro
Trump warned on Tuesday that the US could impose ""a lot tougher"" sanctions on Venezuela as he urged the country's military to depose leftist leader Nicolas Maduro.
Bolsonaro echoed his calls for an end to the Maduro regime in Venezuela and an opening of the Venezuelan border with Brazil to allow humanitarian aid in.
""We call on members of Venezuelan military to end their support for Maduro who is really nothing more than a Cuban puppet and finally set their people free,"" Trump said.
Trump called on Venezuelan authorities to allow US humanitarian aid to flow across the border from Brazil.
Bolsonaro said ""re-establishing democracy in Venezuela is a shared interest"" with the US.
The two declined to discuss publicly any potential deployment of US troops to Brazil but Trump said, ""all options are open. All options are a possibility"".
Separately, the US announced on Tuesday new sanctions against Venezuela's state-run mining company Minerven and its president, Adrian Perdomo, in a bid to further cut off funding to the government."
US Supreme Court takes up sentencing appeal in 'DC Sniper' case,N/A,"Mon, 18 Mar 2019 00:00:00 GMT",N/A,"The US Supreme Court has agreed to consider whether a man serving life in prison over his role in a deadly 2002 shooting spree should be re-sentenced because he was only 17 years old when he took part in the Washington-area killings.
Judges said on Monday they will take up an appeal filed by the state of Virginia objecting to a lower court's decision that ordered Lee Boyd Malvo's sentence of life in prison without parole in the so-called ""DC Sniper"" crimes be thrown out.
If Malvo wins, he and others in cases involving certain crimes committed by minors could receive more lenient sentences.
Along with older accomplice, John Allen Muhammad, Malvo shot dead 10 people over three weeks in Washington, Maryland and Virginia.
Muhammad was convicted and later executed in 2009, at age 48, in a Virginia state prison.
Malvo, now 34, received four life sentences in Virginia, where he was convicted of two murders and later entered a separate guilty plea to avoid the death penalty. He also received a sentence of life in prison without parole in Maryland.
The US Circuit Court of Appeals for the Fourth Circuit ruled last year that he should be re-sentenced.
The appeals court said Malvo's life-without-parole sentences were legal when they were imposed.
But it said Supreme Court decisions since the shooting spree had found mandatory life sentences without parole for juveniles were unconstitutional, and found this rule applied retroactively.
The appeals court said a resentencing would determine whether Malvo qualifies as ""one of the rare juvenile offenders"" who can be sentenced to life without the possibility of parole because his ""crimes reflect permanent incorrigibility"".
Instead, if his crimes ""reflect the transient immaturity of youth"", the court said he's entitled to a sentence short of life without parole.
The Supreme Court will review that decision.
As is typical, the justices did not make any comment in agreeing to hear the case.
The top court will decide the case in its next term, which begins in October and ends in June 2020."
Six US states reeling as rivers rise to record levels,N/A,"Mon, 18 Mar 2019 00:00:00 GMT",N/A,"Record river flooding is now affecting six US states across the central Great Plains and the Midwest.
Last week's major storm that crossed much of the central and eastern part of the country kicked off the flooding when it brought heavy rain along with warmer air, which triggered a widespread snowmelt.
As of Sunday, 40 locations have reported new record-high river levels across the states of Nebraska, South Dakota, Iowa, Illinois, Wisconsin and Minnesota.
Hundreds of people were forced to evacuate their homes as rivers have overflowed banks and several levees failed.
""Major to historic river flooding is expected to continue across parts of the Missouri and Mississippi River Basins due to rapid snowmelt the past few days,"" the US National Weather Service said.
""Flood warnings and advisories remain in effect, mainly across eastern Nebraska and into parts of Iowa.""
In Nebraska, at least two people died due in the floods and another two are missing.
While some upstream rivers have begun to recede, rivers downstream are expected to rise further, with some reaching major- or record-flood stage later this week.
At its highest point, the Missouri River was expected to crest at around 14.5 metres, beating its 2011 record by more than 30cm.
More rain
Beginning Tuesday, there is rain forecast for the mid-Mississippi valley which could further aggravate the flooding situation. The rain is not expected to be heavy, but the soil is already saturated and rainwaters will drain into swollen rivers.
Later in the week, skies will clear, but warmer weather that will melt more of the snow across the northern Plains and Great Lakes, helping to keep rivers and stream elevated through next week.
As spring continues to unfold in the coming weeks, more flooding events like this could be seen across the region.
There is still over half a metre of snow on the ground across some of the northern tier states, which will take time to melt. This stored water along with more spring storms will likely keep much of the low-lying Plains and Midwest states flooded for many more weeks."
A summary of attacks on Muslims in Western countries,N/A,"Sat, 16 Mar 2019 00:00:00 GMT",N/A,"The killing of at least 49 Muslim worshippers at two mosques on Friday in New Zealand was the latest in a series of attacks against Muslims in western countries - and by far the worst.
Researchers have documented a surge in anti-Muslim attacks in the United Kingdom, Canada and the United States, among other countries, noting an all-time high in recent years.
Here are some of the most deadly:
US - August 2016: A New York imam and his associate are shot and killed on a busy street near their mosque in Queens. Police say it was a hate crime. The attacker is arrested and charged with murder.
Switzerland - December 2016: A 30-year-old man enters a mosque in central Zurich and starts firing at a handful of men who were drinking tea after evening prayer. Three are wounded.
Another victim was killed by the same perpetrator earlier in the day. The suspect escapes but is found dead near a river close to the mosque.
Canada - January 2017: Alexandre Bissonnette, 27, kills six Muslim worshippers and injures scores of others in an attack at a Quebec City mosque during evening prayers.
The fatalities include one victim who was killed as he attempted to tackle the gunman. Nineteen others are injured in the shooting. Bissonnette is sentenced to life imprisonment.
US - May 2017: Two men are stabbed to death after they try to intervene when a man starts yelling racial slurs at two women of Muslim appearance on a train in the north-western US state of Oregon.
The attacker is identified as 35-year-old Jeremy Joseph Christian. A third man is seriously injured.
UK - June 2017: A 48-year-old man in London drives a van into a group of worshippers who had just come out of a mosque after a late-night prayer, killing a 51-year-old man and injuring nine others.
The driver, 48-year-old Darren Osborne, allegedly shouted ""I want to kill all Muslims - I did my bit"" after the attack. Osborne is sentenced to 43 years in jail on terrorism-related charges.
Spain - August 2017: The number of crimes directed towards Muslims in Spain increases following deadly attacks in Barcelona and Cambrils as mosques in the cities of Granada, Fuenlabrada, Logrono and Seville are desecrated and firebombed.
Three Moroccans are brutally assaulted in Navarre, while a Muslim woman is injured from in attack in front of a Madrid metro.
New Zealand - March 2019: Twenty eight-year-old Australian Brenton Tarrant allegedly kills 49 people at two mosques in Christchurch. He is arrested and is facing charges."
Trump overrules House with veto over US border wall,N/A,"Fri, 15 Mar 2019 00:00:00 GMT",N/A,"United States President Donald Trump has issued the first veto of his presidency, overruling the US Congress to protect his emergency declaration for border wall funding.
Flanked by law enforcement officials and by the parents of children who were killed by people in the country without documentation, Trump on Friday maintained that he was not through fighting for his signature campaign promise, which stands largely unfulfilled 18 months before voters decide whether to grant him another term.
""Congress has the freedom to pass this resolution,"" Trump said, ""and I have the duty to veto it.""
A dozen defecting Republicans joined Senate Democrats in approving the joint resolution on Thursday, which capped a week of confrontation with the White House as both parties in Congress strained to exert their power in new ways.
On Thursday, Trump tweeted ""VETO!"", following the Senate vote.
— Donald J. Trump (@realDonaldTrump) March 14, 2019
It is unlikely that Congress will have the two-thirds majority required to override Trump's veto, though House Democrats have suggested they would try nonetheless.
After Trump signed the expected veto, US House Speaker Nancy Pelosi said the body planned to vote for a veto on March 26 and potentially override Trump's move.
Trump's wall
The president wants to use the emergency order to divert billions of federal dollars earmarked for defence spending towards the wall along the southern border with Mexico.
His plan still faces several legal challenges from Democratic state attorneys general and environmental groups that argue the emergency declaration was unconstitutional.
Those cases could block Trump from diverting extra money to barrier construction for months or longer.
The American Civil Liberties Union (ACLU), which filed one of the cases, said the veto was meaningless - like the declaration in the first place.
""Congress has rejected the president's declaration, and now the courts will be the ultimate arbiter of its legality,"" said ACLU Executive Director Anthony Romero. ""We look forward to seeing him in court and to the shellacking that he will receive at the hands of an independent judiciary.""
Trump said the situation on the southern border was ""a tremendous national emergency"", adding that ""our immigration system is stretched beyond the breaking point"".
Trump is expected to issue his second veto in the coming weeks over a congressional resolution seeking to end US backing for the Saudi-led coalition fighting in Yemen.
The resolution was approved in the aftermath of the killing of US-based Saudi journalist Jamal Khashoggi in the Saudi consulate in Istanbul on October 2, 2018."
Mueller report to be released on Thursday: What you won't see,N/A,"Wed, 17 Apr 2019 00:00:00 GMT",N/A,"US Attorney General William Barr plans to release a redacted version of Special Counsel Robert Mueller's report on the inquiry into Russia's role in the 2016 US election on Thursday - the keyword being ""redacted"".
The Democrats' demands for a full, unredacted version of Mueller's report are likely to prompt a political and legal battle that could last for months, if not much longer.
The chairman of the House Judiciary Committee, Jerrold Nadler, has said he is prepared to issue subpoenas ""very quickly"" for the full report on Russia and Donald Trump's presidential campaign if it is released with blacked-out sections. And that would set the legal fight in motion.
Barr has said he is redacting four types of information from the report.
Congressional Democrats cite precedent from previous investigations in saying they want to see it all. But some Republicans defending Barr are also citing precedent, saying it is appropriate to keep at least some of the information from Congress and the public.
Here's a look at what's likely to be withheld, and why Democrats say the full report should be released.
Grand jury investigation
Barr has staked out his position on releasing secret grand jury information, saying last week that he would not go to court to request its release. He said Democrats are ""free to go to court"" themselves, and Nadler has said he is ready to do so.
Grand jury information, including witness interviews, is normally off limits but can be obtained in court. Some records were eventually released in the Whitewater investigation into former President Bill Clinton and an investigation into President Richard Nixon before he resigned.
Both of those cases were under somewhat different circumstances, including that the House Judiciary Committee had initiated impeachment proceedings. Federal court rules state that a court may order disclosure ""preliminary to or in connection with a judicial proceeding"".
But Democrats have said they are not interested in impeachment, for now, and are likely to argue in court that they don't need to be in an official impeachment proceeding to receive the materials.
Classified information
Congress frequently receives classified documents and briefings, and Democrats say there is no reason the Mueller report should be any different.
Many Republicans agree, including the top Republican on the intelligence committee, Devin Nunes, who wrote a rare joint letter in March with House intelligence committee Chairman Adam Schiff asking for ""all materials, regardless of form or classification"".
In the letter, which was obtained by The Associated Press, Schiff and Nunes also asked for a private briefing from Mueller and his team.
Democrat Schiff has argued that some of that information should be released to the public, as well, citing Mueller indictments that have already revealed granular detail about the Russian effort to influence the 2016 election.
""All of that information at one point was classified, but the decision must have been made the public interest outweighs that. And I think a similar analysis should be undertaken here,"" Schiff said on CNN this month.
Ongoing probes
Barr said he will redact information related to investigations connected to the Mueller probe that is still under way. Those include cases handed off or referred to federal prosecutors in Washington, DC, New York and Virginia.
Democrats have noted that the Justice Department has released such information before, including some related to Mueller's own investigation while it was in progress. Republicans who were in the House majority last year, obtained documents related to the beginnings of the Russia investigation, arguing that officials were biased against then-candidate Trump.
Republicans argued at the time that it was necessary to obtain that information to maintain the integrity of the investigation.
Derogatory information
The Justice Department regularly redacts information about people who were interviewed or scrutinised in investigations but not charged. Barr has said he will black out information from the report ""that would unduly infringe on the personal privacy and reputational interests of peripheral third parties"".
Asked by Senator Jeanne Shaheen, at a hearing last week if that meant he would redact information to protect the interests of Trump, Barr said it did not. ""No, I'm talking about people in private life, not public officeholders,"" Barr said.
That means that in addition to Trump, members of his family who work at the White House, such as his daughter Ivanka, could potentially be named if they were somehow entangled in Mueller's investigation. But any information regarding his sons, Eric and Donald Trump Jr, who run his businesses, could be more likely to be redacted.
The Justice Department did release information about the investigation into Hillary Clinton's email practices more than two years ago, even though Clinton wasn't charged. But that was after then-FBI Director James Comey made the much-questioned decision to publicly discuss that investigation. Barr signalled in his confirmation hearing in January that he would do things differently.
""If you're not going to indict someone, then you don't stand up there and unload negative information about the person,"" Barr said. ""That's not the way the Department of Justice does business"""
US allowing lawsuits over properties seized by Castro's Cuba,N/A,"Wed, 17 Apr 2019 00:00:00 GMT",N/A,"The Trump administration on Wednesday opened the door for lawsuits against foreign firms operating on properties Cuba seized from Americans after the 1959 revolution.
US Secretary of State Mike Pompeo said he will not renew a bar on litigation that has been in place for two decades, meaning that lawsuits can be filed starting on May 2 when the current suspension expires.
The major policy shift, which the State Department said could draw hundreds of thousands of legal claims worth tens of billions of dollars, appears intended to intensify pressure on Havana at a time Washington is demanding that it end its support for Venezuelan President Nicolas Maduro. The move comes despite opposition from the European Union.
""Any person or company doing business in Cuba should heed this announcement,"" Pompeo said.
Pompeo said the administration was acting because it recognised the ""reality"" that the bar on lawsuits, which has been in place since 1996, had not achieved the goal of pressing Cuba to enact democratic reforms or reining in what he called Cuba's ""export of oppression"" throughout the Western Hemisphere, particularly in Venezuela.
""We see clearly that regime's repression of its own people and unrepentant exportation of tyranny in the region has only gotten worse because dictators perceive appeasement as weakness, not strength,"" he told reporters.
Pompeo's decision gives Americans the legal right to sue companies that operate out of hotels, tobacco factories, distilleries and other properties Cuba nationalised after Fidel Castro took power. It allows lawsuits by Cubans who became United States citizens years after their properties were taken.
""Those citizens' opportunities for justice have been put out of reach for two decades,"" Pompeo said.
There are roughly 6,000 claims that the Justice Department has certified as having merit, according to Kimberly Breier, the top US diplomat for the Americas. Those claims have an estimated value of eight billion dollars: two billion in property and six billion in interest, she said. In addition, there are about 200,000 uncertified claims that could run into the tens of billions of dollars, she said.
No exceptions
Breier said there would be no exceptions to the decision, which has already prompted stern responses from Canada and Europe as they have vowed to protect their businesses from lawsuits. She said the only way companies will be safe from litigation would be to ensure that they are not doing business on expropriated properties.
""European companies that are operating in Cuba will have nothing to worry about if they are not operating on properties taken from Americans,"" she said.
The decision deals a severe blow to Havana's efforts to draw foreign investment to the island and comes as President Donald Trump steps up pressure to isolate embattled Venezuelan President Maduro, who is holding power with help from other countries, including Cuba, China and Russia.
Spain, which has large investments in hotels and other tourism-related industries on the island, was the first to react. A senior government official told The Associated Press that Madrid would ask the EU to challenge the US move through the World Trade Organization.
Businesses from Canada, France and the UK, among other countries, also conduct business in properties nationalised after Castro took power.
'A dose of reality'
National Security Adviser John Bolton is expected to discuss the new policy during a speech in Miami, home to thousands of exiles and immigrants from Cuba, Venezuela and Nicaragua. The speech at the Bay of Pigs Veterans Association is to be delivered on the 58th anniversary of the failed US invasion of the island in 1961, an attempt to overthrow the Cuban government.
Johana Tablada, Cuba's deputy director of US affairs, said on Twitter, ""Before they try to euphorically ride a wave of wickedness and lies, they should take a dose of reality. The world has told John Bolton and the US government to eliminate the criminal blockade against Cuba and the Helms-Burton Act.""
The 1996 act gave Americans the right to sue the mostly European companies.
Countries with large investments in Cuba have ferociously protested the law.
""The extraterritorial application of the US embargo is illegal and violates international law,"" said Alberto Navarro, the EU ambassador to Cuba. ""I personally consider it immoral. For 60 years, the only thing that's resulted from the embargo is the suffering of the Cuban people.""
US airlines and cruise lines that carry hundreds of thousands of travellers to Cuba each year appear to be exempt from the key provision of the Helms-Burton Act.
Every US president since Bill Clinton has suspended the key clause to avoid those trade clashes and a potential mass of lawsuits that would prevent any future settlement with Cuba over nationalised properties.
Cuba has said it is willing to reimburse the owners of confiscated properties, but only if the communist government is also reimbursed for billions of dollars in damages generated by the six-decade US trade embargo.
The announcement comes at a moment of severe economic weakness for Cuba, which is struggling to find enough cash to import basic food and other supplies following a drop in aid from Venezuela and a string of bad years in other key economic sectors."
US: Asylum seekers who show credible fear not eligible for bond,N/A,"Wed, 17 Apr 2019 00:00:00 GMT",N/A,"Detained asylum seekers in the United States who have shown they have a credible fear of returning to their country will no longer be able to ask a judge to grant them release using bond, according to a ruling by US Attorney General William Barr, who overturned decades-old policy on Tuesday.
Barr struck down a decision that had allowed some asylum seekers to ask for bond in front of an immigration judge, in a ruling that expands indefinite detention for some migrants who must wait months or years for their cases to be heard.
The first immigration court ruling from President Donald Trump's newly appointed attorney general is in keeping with the administration's moves to clamp down on the asylum process as tens of thousands of mostly Central Americans cross into the United States asking for refuge. US immigration courts are overseen by the Justice Department and the attorney general can rule in cases to set a legal precedent.
Barr's ruling is the latest instance of the Trump administration taking a hard line on immigration. This year the administration implemented a policy to return some asylum seekers to Mexico while their cases work their way through backlogged courts, a policy which has been challenged with a lawsuit.
Several top officials at the Department of Homeland Security (DHS) were forced out this month over Trump's frustrations with an influx of migrants and asylum seekers at the US southern border.
Barr's decision applies to migrants who crossed between official ports of entry into the US.
Typically, those migrants are placed in ""expedited removal"" proceedings - a faster form of deportation reserved for people who irregularly entered the country within the last two weeks and are detained within 100 miles (160km) of a land border. Migrants who present themselves at ports of entry and ask for asylum are not eligible for bond. But before Barr's ruling, those who had crossed the border between official entry points and asked for asylum were eligible for bond, once they had proven to asylum officers they had a credible fear of persecution.
""I conclude that such aliens remain ineligible for bond, whether they are arriving at the border or are apprehended in the United States,"" Barr wrote.
Barr said such people can be held in immigration detention until their cases conclude, or if DHS decides to release them by granting them ""parole"". DHS has the discretion to parole people who are not eligible for bond and frequently does so due to insufficient detention space or other humanitarian reasons.
The decision doesn't affect asylum-seeking families because they generally can't be held for longer than 20 days. It also doesn't apply to unaccompanied minors.
Barr said he was delaying the effective date by 90 days ""so that DHS may conduct the necessary operational planning for additional detention and parole decisions"".
'Another way to criminalise migration'
Michael Tan, from the American Civil Liberties Union (ACLU), said the rights group intended to sue the Trump administration over the decision, and immigrant advocates decried the decision.
""We'll see the administration in court. Again,"" the ACLU tweeted.""Our Constitution does not allow the government to lock up asylum seekers without basic due process"".
Angelo Guisado, a lawyer at the Center for Constitutional Rights, tweeted, ""Mandating detention for what amounts to seeking asylum at the southern border is another instantiation of criminalizing migration. I find it perverse that we mandate detention (f***ing jail!) for what is at best a civil offense and is more aptly a place-of-birth violation.""
We detain over 440,000 noncitizens each year. FY 2018, Congress approved 40,520 detention beds, though the daily average is closer to 45,000. As of March, ICE had 50,049 people in custody. Trump aims to make it to 60,000, and this abomination of a decision will help get him there https://t.co/jW6Bjc5Hfd
— Angelo Guisado (@VoltaireLaFlare) April 16, 2019
The decision's full impact is not yet clear, because it will in large part depend on the ability of DHS to expand detention, said Steve Vladeck, a law professor at the University of Texas.
""The number of asylum seekers who will remain in potentially indefinite detention pending disposition of their cases will be almost entirely a question of DHS's detention capacity, and not whether the individual circumstances of individual cases warrant release or detention,"" Vladeck said.
DHS officials did not immediately respond to a request for comment on the decision. The agency had written in a brief in the case arguing that eliminating bond hearings for the asylum seekers would have ""an immediate and significant impact on ... detention operations.""
In early March, Immigration and Customs Enforcement (ICE), the DHS agency responsible for detaining and deporting immigrants in the country irregularly, said the average daily population of immigrants in detention topped 46,000 for the 2019 fiscal year, the highest level since the agency was created in 2003. Last year, Reuters news agency reported that ICE had modified a tool officers have been using since 2013 when deciding whether an immigrant should be detained or released on bond, making the process more restrictive.
Barr's decision came after former Attorney General Jeff Sessions decided to review the case in October. Sessions resigned from his position in November, leaving the case to Barr to decide."
